Response ID,Date,study,cond,CHANGE,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N,PRE,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N
R_28GkOou9sSvhvxC,1,2,1,,4,-86,22,5,66,62,-36,-83,-81,-60,1,-11,,84,100,77,82,28,28,48,100,100,83,94,27
R_1JR6fHSEEkk48jY,1,2,1,,40,70,-36,11,17,-7,-45,-61,-83,-50,-18,-44,,60,30,96,59,70,74,45,100,96,90,45,44
R_2S7H7TnIVmkkM74,1,2,1,,9,19,-84,-17,8,-1,-67,-24,-82,1,20,-5,,19,71,95,90,71,10,96,60,99,10,64,15
R_2TueVgp3muew1Ss,1,2,2,,21,4,-18,13,63,22,-33,-31,-14,-38,-22,-66,,50,76,89,50,15,49,51,49,100,50,50,80
R_2wdmc7G6oK9hHKr,1,2,1,,4,-93,78,-100,0,30,24,-71,0,-28,-66,21,,0,100,22,100,100,70,0,100,100,100,66,25
R_1GwTXVLt6DKA4h4,1,2,1,,-66,-93,31,29,-28,-14,-24,-63,-82,-59,-33,-67,,100,100,11,24,87,100,35,100,100,86,37,78
R_2UhEeIXtBjwI0rk,1,2,2,,-1,14,-2,-3,11,75,3,-23,-12,-75,-49,-24,,19,80,13,94,71,12,2,33,96,80,57,31
R_33wIXe9LqsTBDPH,1,2,2,,-11,59,-10,14,29,36,3,-84,-10,-54,-73,22,,70,40,98,81,71,39,19,93,100,62,82,62
R_3fT1U0sBzgqNgTE,1,2,2,,-5,-16,-31,-2,10,-33,-8,-7,-37,-10,1,52,,69,54,64,67,65,67,35,43,67,43,65,32
R_Aj60XUVgGMp5vt7,1,2,2,,-34,-7,-17,12,3,50,-57,-3,-69,-45,-23,-27,,65,45,65,61,83,40,73,45,97,61,55,40
R_22Pa1VXGCITxic6,1,2,1,,-21,-4,74,1,21,-41,-4,-29,-61,-82,-70,-22,,41,31,9,71,40,72,19,100,91,100,100,51
R_2QWIYWYySo0sar2,1,2,1,,-17,-67,39,-17,14,4,47,-36,0,-14,-30,50,,70,70,29,80,80,16,31,78,89,18,68,31
R_3ElNWwzJFVBSEjI,1,2,1,,70,9,0,-11,1,1,-40,-20,-51,-49,-49,-50,,0,70,20,80,70,39,50,60,90,58,69,60
R_3kbLXuqbgKRc3ln,1,2,2,,7,10,-21,-10,9,35,14,-46,-38,-52,-16,-36,,63,68,93,84,66,61,7,90,69,61,45,57
R_5Av5Yisn8iVlEf7,1,2,1,,16,17,7,13,29,-9,6,-24,7,-5,-5,-36,,61,61,71,68,47,83,70,100,68,41,36,68
R_3LaIUCokFxk4ZN0,1,2,1,,4,73,-42,0,-19,14,-69,31,-70,-47,-72,0,,60,0,70,70,100,70,100,0,80,100,100,0
R_NUsLkkjvFupkwJr,1,2,2,,13,49,-1,23,65,34,-58,-100,-93,-50,-39,0,,38,51,100,69,21,51,63,100,100,50,52,0
R_ToqdnKp06geZ3ZD,1,2,1,,64,39,-23,-20,11,52,-45,6,-26,-16,-65,12,,30,61,84,73,70,30,45,35,35,25,69,60
R_1pM8qJ2rkQX6itr,1,2,1,,1,51,43,56,63,-13,-56,-53,-92,7,2,6,,84,28,31,17,17,85,77,90,96,11,84,20
R_2flDRcpkv7bG8Tu,1,2,1,,-10,0,19,-1,-1,-11,-51,-37,-25,-24,-76,-1,,76,100,81,76,76,86,75,60,100,24,100,76
R_5gOZiZxnGxQTpYt,1,2,2,,-26,65,8,5,57,-48,7,30,-3,-10,-46,30,,59,24,92,83,43,66,26,68,93,62,63,53
R_1JRU55kzm4ICXjO,1,2,2,,26,-1,2,25,2,46,-21,-76,-59,-60,-57,-62,,42,80,73,75,97,38,25,92,63,66,60,81
R_241tGe2osCEv0ET,1,2,2,,-12,-49,11,4,2,-63,-24,-3,10,-78,-13,-3,,32,62,10,90,89,82,58,13,82,93,22,75
R_PSXQdSOySk8iTYt,1,2,1,,-26,-19,30,16,32,10,-15,-33,-11,-47,27,28,,67,55,52,69,52,55,54,74,92,82,52,52
R_1mw6aJhetm30PjJ,1,2,2,,-3,17,-75,-4,-1,23,-19,-41,-31,-43,-5,-32,,61,72,99,79,94,57,25,86,95,51,11,42
R_2P4I5US6dKLLK7z,1,2,1,,21,2,34,20,-8,7,42,-65,26,-9,7,43,,59,73,40,69,35,28,30,96,74,37,71,38
R_2sUdNWek6bn56AI,1,2,2,,73,-6,68,20,15,0,0,-80,0,-51,-89,-25,,0,87,0,76,85,100,68,100,100,51,100,25
R_1H8d6kevsuwYwPC,1,2,1,,71,83,-16,0,5,0,29,-42,9,-19,0,-9,,0,17,100,100,95,100,32,42,91,19,0,28
R_2CTZnr9exJ66ROg,1,2,2,,-5,-21,31,-45,-2,14,-72,3,7,-27,-11,-53,,59,90,8,68,81,65,84,14,68,60,82,72
R_4ZqfjiGSndOeVrP,1,2,1,,-5,16,6,23,0,-19,-4,-27,5,8,-2,5,,70,40,39,30,53,48,60,80,65,45,60,62
R_1msYWtEzANN23o7,1,2,2,,48,-84,12,49,9,-5,-31,-97,-5,-34,-87,-34,,13,87,82,47,66,46,36,97,95,40,93,35
R_1lc0GCEO8vKqwzh,1,2,2,,49,49,-90,0,0,0,-26,0,0,-90,-49,-41,,51,51,100,100,100,100,51,100,100,100,100,51
R_2Wu2es6w5cWJ4dd,1,2,2,,36,39,-5,9,37,46,-62,-88,-57,-63,-57,57,,51,57,94,67,51,51,75,97,60,69,62,41
R_CkVEDs7ahm6GRFv,1,2,1,,-33,18,36,-41,32,20,-1,-49,-100,-70,-31,-50,,51,65,55,92,51,51,20,100,100,70,82,50
R_QoiK0hW5gWaw95T,1,2,1,,34,-7,-20,-43,37,18,-9,5,-78,-13,-18,20,,17,25,35,76,23,52,17,31,83,35,51,8
R_2ZHo7CgNSbcajUC,1,2,1,,-16,-18,-32,-23,15,29,2,-12,-63,14,-55,20,,75,74,92,89,66,31,31,54,65,73,80,60
R_3EhRiHgUcUNJaEu,1,2,2,,1,6,91,7,19,52,-35,-70,-80,-22,-17,-20,,51,81,4,60,61,30,40,100,100,51,30,20
R_rpvfIcHxGHrqVxf,1,2,2,,38,-23,-34,10,26,36,22,2,-42,-45,-46,-26,,14,75,86,41,24,17,30,50,94,97,96,78
R_1j7EB8Isz2QHQqa,1,2,2,,-15,34,-32,14,21,35,-28,-52,-36,-61,-25,-43,,53,66,85,65,68,33,35,76,100,80,40,59
R_3iVD2Tov7Ypskrz,1,2,2,,21,0,0,-49,40,60,-20,-100,-100,-40,-40,-41,,30,100,100,100,60,40,20,100,100,40,40,41
R_2DSM7kXFe4RR5lH,1,2,1,,5,26,10,49,26,3,-25,-62,-95,-85,-36,58,,72,65,75,27,73,92,41,84,95,86,41,28
R_2Y68yc7JZKGErnv,1,2,1,,-37,14,-18,-37,16,45,-25,-40,-95,-50,0,-52,,82,81,100,89,82,51,30,95,97,51,30,71
R_3peRSgCDf69nlM8,1,2,2,,82,8,34,-33,-3,45,-30,-2,-15,-76,-74,-28,,13,82,56,93,98,45,63,85,100,80,80,30
R_bBff8X7MjUZt8DT,1,2,2,,0,39,-42,5,16,15,-68,-24,-3,-50,44,19,,17,61,84,63,57,63,69,51,69,54,32,43
R_27rhSnBOvGGdfpg,1,2,2,,10,-16,80,-41,-3,33,35,-46,-26,-23,-49,12,,71,76,10,82,71,50,51,87,96,51,90,70
R_2tinn9Ghts431X1,1,2,2,,8,29,-46,6,18,50,-29,-15,-75,-38,-42,7,,72,71,94,90,82,48,29,50,77,39,50,41
R_bqsdaVgwylEJe13,1,2,2,,12,65,11,16,-25,9,-34,-22,-48,-46,-28,-18,,31,31,82,75,88,75,35,52,77,51,42,42
R_2tA9ldGZjGyDFHZ,1,2,2,,-3,-2,-1,2,4,0,7,-4,1,7,-4,17,,92,93,94,81,89,86,87,92,93,84,90,78
R_1dmZB7It4Vj1tTL,1,2,2,,100,20,0,-20,30,50,-100,-31,-100,-50,-100,0,,0,80,100,70,70,50,100,50,100,50,100,0
R_3g7pdH7K9lxa5Hz,1,2,1,,19,29,17,24,25,0,23,15,20,30,-17,18,,52,52,52,52,52,52,45,52,52,52,91,59
R_6P7i99FiMwHIU9j,1,2,2,,10,21,82,-1,11,-20,-22,-41,-61,-71,-19,0,,20,71,9,92,70,61,31,72,71,81,20,31
R_3s7vII7yYaIzzTe,1,2,2,,85,55,1,15,0,45,-30,-60,10,-40,-65,-30,,0,40,80,60,80,50,40,100,85,50,80,40
R_3imzxxeMIxgruuR,1,2,1,,3,0,68,2,11,11,3,11,-7,-31,-42,8,,16,76,14,82,71,25,17,42,85,74,74,15
R_27EHYi1y6EKVpct,1,2,1,,10,-2,-28,15,36,22,1,0,-37,-20,-13,-29,,10,99,94,61,27,9,61,100,100,95,37,55
R_3EFo6Mr2FGuLs20,1,2,2,,11,73,9,62,40,-13,-33,-67,7,-24,-88,-19,,82,27,60,25,59,98,65,77,62,28,92,20
R_Tdx9mKEh1MrldD3,1,2,1,,-12,39,9,17,0,0,-3,36,-94,-16,-13,47,,100,61,20,72,100,100,52,0,100,35,100,42
R_UW7dKDGdbR4Uxs5,1,2,2,,17,46,64,9,-19,11,-74,-10,0,0,-18,11,,79,26,10,91,100,69,100,86,100,100,100,38
R_uxYa51PJr0QSslr,1,2,1,,19,52,-21,-15,-9,-14,-30,-87,-84,-31,-6,59,,14,34,79,88,98,30,42,98,100,43,22,31
R_2VEgqoA7PNJV1Mc,1,2,1,,0,10,30,5,5,-3,8,-23,-35,-19,-18,0,,52,42,52,68,60,92,63,82,96,71,70,65
R_1eqQmf1hzeQR9kD,1,2,2,,30,-20,2,0,40,1,29,-40,-8,-40,-81,2,,0,40,0,100,60,20,43,42,100,41,82,0
R_3m8XDkqyGVODO7D,1,2,2,,7,-3,-2,1,-4,-3,-8,-26,-4,-48,-43,24,,67,66,38,60,42,30,35,59,69,65,67,37
R_uwfQYNm22e7d86l,1,2,2,,23,-55,41,-21,31,-13,-45,-27,-86,-56,-66,-24,,35,60,13,37,40,57,77,59,100,64,100,58
R_XjjyCok6SIMJ3MJ,1,2,2,,-28,-30,19,-62,10,62,1,-31,-9,-20,-20,-11,,59,61,21,82,61,20,20,61,100,40,81,30
R_2wiB8Y2WCtUVIIO,1,2,1,,5,27,-25,-21,-1,-5,-31,-11,-40,-18,-31,5,,53,52,60,79,60,64,64,60,76,62,47,42
R_3J8kX4TrCdCFHP7,1,2,2,,60,82,13,-8,19,41,-6,-69,-29,-70,-88,-7,,14,1,56,100,81,59,19,82,93,72,95,7
R_24H3yJ4U2UwnuNd,1,2,1,,55,13,82,2,23,42,-10,-60,-9,-73,-14,-15,,16,87,7,71,68,16,37,100,9,73,15,39
R_2xLEf786H3D05G2,1,2,1,,-39,42,0,-20,-27,51,1,1,-71,-24,0,-7,,70,40,60,81,98,40,19,39,100,41,31,30
R_7R7ehnZFeYHzubT,1,2,1,,-21,29,-33,10,13,2,-9,-19,-60,-3,5,-22,,60,40,59,39,57,57,63,64,87,71,56,64
R_2n6vJT3bJJTsKNH,1,2,1,,36,-19,-12,-9,20,30,-21,-2,-74,-58,44,-52,,38,93,98,92,74,35,30,38,76,75,34,65
R_yqCsRyRt46p5yQF,1,2,1,,39,-31,-10,0,2,41,-50,-61,0,-100,-99,21,,19,40,71,60,80,50,55,100,100,100,100,40
R_YQXJi9NN6K7grIJ,1,2,1,,64,23,86,38,-7,86,-28,-86,6,-52,-63,-61,,23,77,14,36,93,14,28,86,94,52,63,61
R_1nOywpDFCoAsk7Y,1,2,1,,-10,47,-49,-4,51,2,1,-38,-63,1,-26,41,,36,26,76,80,40,64,68,60,63,66,47,37
R_1o4K0ItxBf0BiGf,1,2,2,,32,10,-3,6,30,16,-13,5,-60,-29,-10,-31,,42,80,94,67,60,42,29,39,88,40,19,44
R_2ta15TFv6wbuFeg,1,2,1,,37,-47,-5,-3,20,-9,-14,-56,-67,-41,-58,29,,37,67,28,37,39,72,42,88,68,52,66,35
R_1llPIvaZaUhM4ge,1,2,2,,0,-21,5,19,0,13,-19,-21,-2,-24,-19,7,,45,60,53,61,53,40,61,65,93,54,50,40
R_eEVHy7ufcXY4JZT,1,2,1,,18,81,40,-52,0,22,-26,-30,-87,-51,40,6,,82,19,60,100,100,29,100,30,100,51,0,61
R_1gFKmSRhUbhNw03,1,2,2,,21,-78,-11,-29,0,-33,-54,-50,-88,-17,-12,55,,30,83,81,73,67,41,62,78,90,40,36,30
R_z0TwW16HJEtQM37,1,2,2,,-55,74,18,32,-19,88,12,-87,4,-64,-85,0,,100,26,66,52,100,12,26,100,96,64,100,0
R_1i8Ox8cBQsyhs3e,1,2,1,,26,14,-45,2,-2,-19,-25,-11,-30,-48,-20,-42,,17,66,77,60,88,61,37,52,30,52,32,62
R_BMpvnz86peZDRv3,1,2,1,,3,43,-23,10,-6,52,-55,-70,-73,-67,-79,-4,,72,31,100,74,72,18,68,100,80,100,97,72
R_33qaLbUFZmZBrH7,1,2,1,,10,10,2,-8,-2,-4,22,-29,-14,-61,13,-14,,0,81,81,69,81,73,39,89,74,100,59,65
R_839PznWOOqRyF9v,1,2,1,,-45,5,87,69,55,10,0,-1,23,-39,61,-60,,76,65,5,23,30,19,30,20,77,50,34,70
R_3jViijHgtOYLQcP,1,2,1,,19,-48,72,-56,-12,-8,-17,-43,-70,-57,-54,-8,,40,74,4,91,91,41,52,95,100,80,86,47
R_2rSHTuiHYgj3sGE,1,2,2,,10,47,-11,0,7,-4,-8,-80,-11,-61,-89,-80,,82,42,20,87,87,83,14,95,100,74,96,81
R_vBGZba2o4LGing5,1,2,1,,15,22,6,10,18,29,-14,49,-42,-55,61,-2,,75,67,94,80,75,61,38,51,95,80,26,66
R_1mrBvJCdfMoUy0L,1,2,2,,1,42,50,4,12,37,-43,-42,18,-40,-27,-8,,42,52,33,77,79,21,52,74,68,52,38,25
R_2Cqv5PCWdf5S8EN,1,2,1,,14,32,10,6,1,40,-44,-11,-73,44,-66,-31,,65,41,31,66,86,46,60,55,91,52,86,48
R_3hoUNcH4iqmI7Su,1,2,1,,7,-22,-70,8,-1,11,-14,-9,-56,-43,-60,33,,12,39,89,79,84,59,33,42,77,53,62,39
R_1mJGT1Nk4QqpkYI,1,2,2,,36,-2,27,-19,35,29,-48,-35,0,-56,-48,-7,,30,37,71,64,39,46,55,60,100,71,69,14
R_BFaMxUkPXvICGbL,1,2,1,,-19,-83,26,-54,2,-22,-56,-9,-50,-48,-19,-46,,59,92,4,64,9,40,60,47,56,58,31,66
R_Xk5nk1zO6MsqcfL,1,2,1,,56,-3,11,0,14,-11,-3,-9,-27,-79,-6,-4,,25,72,81,73,52,87,23,91,100,79,87,20
R_33eBUCf7bB5OELY,1,2,1,,8,28,47,7,14,-5,-17,-51,1,-40,-11,-23,,30,36,41,69,81,91,96,89,81,76,93,100
R_3F53pMMkRpGyXRI,1,2,1,,-23,24,66,19,-12,-12,-8,16,-15,-47,-5,-13,,35,61,9,64,96,41,26,66,90,61,43,47
R_3HoleM7WpbSg9lw,1,2,2,,41,29,-30,0,0,60,0,-100,-39,-39,-83,0,,0,71,91,100,100,40,19,100,100,39,83,0
R_1K90dbF64UvW5rX,1,2,1,,49,8,0,19,50,-83,-48,-59,-100,-51,-33,-5,,51,92,100,50,50,100,50,100,100,51,100,75
R_2Xnx7xKDwJJGVLh,1,2,2,,1,15,26,-13,9,-10,12,-5,-27,-28,-32,-11,,60,71,31,98,82,91,19,51,99,51,42,40
R_1M5QRcRXKk5z2vL,1,2,2,,2,16,10,-41,18,-1,0,4,1,58,37,7,,23,63,22,76,60,21,12,87,99,27,35,14
R_3mlVob2S9LHEL1D,1,2,2,,9,21,3,8,1,21,-31,-48,1,-68,0,8,,71,69,92,62,71,22,59,86,98,81,19,27
R_3snr0z6AoQPXfx0,1,2,1,,60,30,39,0,0,-50,-36,-36,-80,-11,2,10,,40,70,30,100,80,100,38,71,100,50,50,40
R_0vu0gCyMPH28xDX,1,2,2,,-70,10,100,20,30,70,0,-70,-81,-20,-78,-90,,70,90,0,80,70,30,0,70,81,20,80,90
R_12KFqW5wdMCSmiA,1,2,1,,15,-63,35,3,2,18,-39,-31,-49,-8,-55,2,,10,76,60,81,68,20,60,83,86,60,70,29
R_OqVsjsZBEQ91pTP,1,2,1,,-49,-6,-16,7,5,3,-55,-62,8,-60,1,-58,,78,70,83,70,80,72,78,100,67,90,70,72
R_2RRk7Kn5sc2yafU,1,2,2,,12,28,18,55,31,32,-6,-53,13,-66,-42,-33,,65,65,73,22,69,66,67,53,71,73,70,72
R_1nVNrZ2jJ1EWCHz,1,2,1,,25,-29,-66,-22,9,48,-5,-7,-86,-34,-9,48,,50,81,90,92,90,52,40,50,100,52,20,52
R_TiqeALMLbwIYd4B,1,2,1,,-9,-31,45,-12,-33,38,45,-55,-9,-8,-6,6,,81,73,28,85,72,29,20,100,73,76,75,30
R_12ECZshO9UjAN1i,2,2,2,,0,36,30,-11,60,0,-50,-49,-80,-80,-59,0,,100,64,70,82,40,100,60,49,100,80,70,100
R_274qjGY4dsIDua7,2,2,1,,69,0,95,1,12,28,-11,-78,-14,-97,-65,-17,,0,100,5,99,67,72,98,100,100,100,81,17
R_1OIuN1zsRc9ElSC,2,2,2,,16,18,14,-30,26,48,-35,-55,-12,-26,-86,86,,46,82,86,100,74,52,35,86,100,31,87,14
R_2cvDyavcjh8oDUi,2,2,2,,4,14,-78,4,63,27,-14,-67,61,-71,-61,68,,18,68,91,84,22,58,36,74,37,75,69,23
R_2UX9atH9mgIndp2,2,2,1,,21,-64,4,-25,12,1,-51,-33,-4,-31,-60,21,,30,72,5,65,72,61,67,72,93,51,83,51
R_22KwOxM8Wo2HZhr,2,2,1,,-2,0,0,0,0,0,-98,-99,2,-100,-1,0,,100,100,100,100,100,100,100,99,98,100,100,100
R_26f1ePHk5W2iQck,2,2,1,,58,11,35,5,4,24,-7,0,-30,-33,-38,-10,,29,52,52,76,82,62,28,52,61,52,41,34
R_1Olg6kVXS6T9lY8,2,2,2,,-2,-66,-11,-43,80,52,12,-66,7,-71,-67,-6,,83,88,35,85,9,27,80,84,82,85,85,30
R_1Gwtx7G0cAb7jXW,2,2,2,,50,-2,-6,2,2,-38,1,-4,-8,-15,1,-6,,23,66,44,69,61,69,36,42,71,43,73,39
R_pShg6JRRmF3l249,2,2,1,,-51,27,5,4,-7,0,-18,0,0,0,0,0,,51,73,51,60,66,62,61,100,100,50,100,0
R_3dGNAfYJGSnpBJj,2,2,2,,3,-46,-26,13,39,42,31,-64,-20,-28,12,-5,,76,78,68,66,28,26,41,94,100,28,68,93
R_pcx5lKcikKSqZfb,2,2,2,,-43,-22,-19,-11,42,-7,25,-56,-83,-63,-42,-22,,79,63,78,72,38,70,20,92,100,94,77,22
R_xzJlKowMzDdAkHD,2,2,2,,-6,-82,-2,25,63,-31,-18,-75,-100,-67,-9,-68,,31,85,100,70,35,33,25,80,100,71,9,80
R_1jPsEAcBM8tdz4W,2,2,2,,-17,62,-24,49,84,76,-37,-78,-95,-94,-24,-16,,69,38,100,32,0,24,37,81,100,100,24,16
R_3gRskgkNbruBi2p,2,2,2,,11,1,72,1,0,26,6,-80,-81,-24,-88,-27,,71,94,10,91,100,65,0,82,100,30,90,30
R_1YUaWmicoBW7LJ7,2,2,1,,9,-39,3,-12,-7,-34,-44,0,-67,0,-62,0,,64,68,31,95,79,70,67,43,100,72,97,36
R_3stemo5IvMYvHVF,2,2,1,,3,-3,-11,-12,-11,4,-21,-15,18,0,7,-31,,47,48,44,53,54,46,52,67,36,46,37,66
R_3KMxr0sklAQa2dQ,2,2,2,,18,34,0,-20,9,18,-29,-4,-48,-18,-41,-13,,0,60,100,100,62,10,68,29,88,18,41,18
R_1A1BQ6Wct62XVQJ,2,2,2,,-28,10,-17,-12,-16,-6,-17,-63,5,-59,-24,-58,,100,83,93,90,100,92,100,89,84,82,100,85
R_3rTAKgxhZEsdmWG,2,2,2,,-65,1,-70,6,11,-14,-76,15,-83,10,0,-2,,79,15,86,82,0,85,86,5,90,2,11,85
R_9BvylZcT0kzYHyV,2,2,2,,-6,10,7,-46,9,6,-10,-48,-79,-78,-49,40,,46,84,18,83,46,37,21,71,100,93,70,43
R_1pQYwdlU6bDuFhY,2,2,1,,60,30,9,-46,-2,42,-35,-63,-91,-79,-22,-28,,16,67,87,97,73,21,38,80,92,79,27,29
R_2zjaQLY3p9AgmAK,2,2,1,,-22,-32,60,-67,1,-25,-11,0,0,-16,2,-19,,100,37,34,100,99,83,36,100,100,100,98,91
R_1KfD4gds20RAbGH,2,2,2,,14,27,42,46,18,23,-18,-20,-70,-35,-55,-33,,77,60,58,34,65,61,29,46,100,58,77,60
R_1nZnVP1D2FHKUQe,2,2,1,,-4,22,3,55,28,13,-23,-48,9,3,-41,53,,63,67,60,39,40,68,39,87,65,86,72,36
R_3ikw5PkXn1qJVMS,2,2,1,,19,21,61,-25,19,-6,-10,-51,-9,-71,-61,-51,,81,71,0,71,81,20,71,82,100,81,71,51
R_eVWXUiPFVAH71vP,2,2,2,,-16,44,36,38,18,36,-33,-36,-30,-27,-52,-39,,47,39,38,62,75,38,48,63,42,48,60,62
R_2OVFC3v4m1kN3jP,2,2,2,,42,-1,46,12,65,26,-4,-57,-14,-82,-75,-64,,40,75,32,77,35,74,86,77,80,82,90,72
R_2SqLLLv7sQgOyXH,2,2,1,,12,0,13,3,77,67,11,-51,-1,-84,-56,-78,,76,100,78,90,19,22,75,78,91,85,80,91
R_TpW7Bj3RLJvTcyJ,2,2,2,,-41,0,-19,36,60,17,-87,-50,-98,-24,-99,-18,,93,100,28,11,26,81,93,86,100,24,100,22
R_12rIOylxsLNjkf8,2,2,2,,42,41,-60,14,21,-27,-74,-23,-13,-37,-41,-15,,36,46,86,69,72,54,82,63,90,45,49,43
R_1rffjDJnxoGTabI,2,2,1,,-18,7,9,-26,35,-1,-49,-66,-5,-100,-65,30,,100,81,77,60,43,66,84,100,87,100,100,52
R_PLHlPwruZAOVHnr,2,2,2,,-10,9,12,20,-8,33,12,2,-9,-30,-21,-42,,61,19,39,71,70,58,39,19,90,39,30,61
R_2YXiuPZr2owP7qW,2,2,2,,-4,14,-5,16,-10,31,-36,-42,-41,-23,-31,-20,,45,81,95,81,100,31,41,71,81,41,41,81
R_3L0DlUYGgfLYHEH,2,2,2,,-37,29,74,-14,24,66,-3,15,-8,5,-62,3,,56,60,0,40,71,15,8,6,99,80,100,15
R_2Pkd3DnuSOnj192,2,2,1,,-30,-3,57,-22,-8,-34,13,-33,-74,-46,-36,53,,81,26,11,66,72,66,22,61,93,62,71,40
R_7NSw3OpuXsoX0iJ,2,2,2,,-18,17,-4,25,5,-1,-51,-28,21,-41,-31,-20,,42,49,99,75,93,63,70,53,76,66,42,48
R_27Wo0YuaZddyot2,2,2,1,,11,-20,17,-3,25,45,-45,-42,-76,-50,-20,-28,,33,25,3,63,70,15,50,90,95,50,60,40
R_eIEGafWfLehafNn,2,2,1,,9,10,10,-10,12,1,-20,-32,-53,-33,-10,-33,,71,71,61,80,81,70,71,71,92,72,81,61
R_RrWxiLSmsMChCkF,2,2,1,,-31,-20,38,-25,-8,-30,-61,-61,-60,-81,-24,50,,80,50,50,75,90,90,80,100,100,91,50,20
R_3gS0jY1UPVkbQEq,2,2,1,,3,0,-64,7,-55,93,0,0,3,5,-67,6,,81,79,77,7,72,0,100,91,77,88,79,6
R_1gneIXEpBHkQNTB,2,2,2,,-58,88,-21,30,20,0,-78,-100,-90,-100,-81,0,,58,12,22,70,80,100,78,100,99,100,82,0
R_8l84Y0wgZHT1jAB,2,2,1,,10,8,-16,6,2,15,-49,-35,-87,-36,-41,-53,,78,81,85,79,73,59,57,76,90,48,70,75
R_NWirEezVrnUTyIp,2,2,2,,-21,13,-11,5,-9,7,-39,-52,12,-93,-60,-4,,39,73,83,86,91,67,60,52,88,93,60,13
R_2q2bDMkACZszEJ4,2,2,1,,-10,-10,-52,1,6,-20,-45,-55,-3,-38,-6,-42,,40,78,74,83,79,51,62,73,80,51,37,64
R_3kzzpn5pBEa3gzN,2,2,2,,19,10,40,10,0,-20,-22,-41,0,-10,-1,0,,31,60,50,83,85,51,52,51,100,30,31,50
R_3P6l41oSgfNYnMo,2,2,1,,-5,-49,12,-4,12,18,-30,-2,-12,-4,2,-11,,100,83,75,75,69,56,100,88,87,79,81,79
R_RFjF7Vue75p9aEN,2,2,1,,40,65,-1,-30,0,10,-41,18,-91,-88,-62,1,,0,24,82,92,100,52,71,30,100,100,81,9
R_1gcEUi93jHnHD16,2,2,1,,32,-22,22,-35,15,-4,-15,-55,-39,-100,-2,-45,,19,100,30,100,60,78,60,100,100,100,31,74
R_29sukVlCJ9UBNnz,2,2,2,,15,-6,10,1,-9,3,20,-52,1,-33,-53,24,,31,90,66,91,99,91,24,71,99,60,81,42
R_3R7q5El85aZOee4,2,2,1,,15,60,31,35,13,13,12,-84,-18,39,-9,-6,,62,31,43,49,76,67,64,100,100,48,94,68
R_sKV8pJuL1lH6WRj,2,2,1,,17,9,14,24,14,19,-5,11,-22,8,0,-27,,44,37,27,45,55,67,33,56,90,58,65,58
R_1jxm4EI1vlonuDH,2,2,2,,-2,24,-19,-1,6,23,8,31,6,9,-2,-1,,41,41,87,67,67,9,58,31,72,53,32,38
R_dojKTfdGV17Vp5f,2,2,2,,-11,-83,-18,50,11,-27,-26,100,22,-64,-4,-35,,24,88,21,32,69,99,58,0,18,83,47,67
R_11158yH7qFtJSTs,2,2,1,,0,6,-13,1,-12,-10,-1,-1,-1,11,-3,-9,,83,85,96,92,94,93,93,93,92,81,82,90
R_1EbqAzJC85kHbe8,2,2,2,,-4,-1,9,30,20,19,2,-4,5,9,-3,1,,74,72,69,45,67,61,74,84,78,72,84,72
R_73ZAuG0KUFgNRGp,2,2,1,,-15,35,-50,-34,0,-21,-25,-100,-15,-60,-61,-57,,36,64,86,66,100,100,34,100,100,100,83,77
R_2BrCsyEDSp26BBr,2,2,2,,10,50,31,11,31,0,-1,-41,21,-42,-31,50,,50,50,50,70,50,50,20,50,70,50,50,50
R_3emcXnwWXdk3YEW,2,2,1,,5,15,-53,-42,19,36,-24,-24,-31,-69,-21,-34,,68,69,84,81,74,39,33,63,95,75,40,62
R_2wblve52dBdNRFl,2,2,2,,2,-1,-7,-7,9,4,-11,12,0,5,10,-4,,86,83,87,89,77,83,91,88,89,82,78,86
R_1lyPF1uUrN60vIf,2,2,1,,11,13,-53,49,-15,23,-3,-22,-73,-61,2,18,,70,81,81,21,83,37,80,99,86,71,78,72
R_1hXWForNjxokBHZ,2,2,2,,61,43,9,31,14,69,-12,20,-87,-52,-82,60,,32,52,86,68,83,23,64,52,95,52,93,29
R_2QGI6YEj0dSqOXZ,2,2,1,,22,3,-1,2,20,-19,-30,83,-12,-11,-31,-5,,73,94,96,94,74,32,33,12,100,12,35,11
R_1fefoabhC4ueabD,2,2,1,,70,-1,6,19,-26,16,0,66,31,-38,12,31,,8,40,33,33,78,58,36,17,52,66,26,21
R_3ikZrohzg9SZfI3,2,2,2,,-38,-70,-56,-9,50,1,-3,25,7,-12,-9,41,,78,75,67,89,35,74,68,40,74,17,70,36
R_1gd4dczFDEFlSvs,2,2,2,,-17,14,-8,21,29,33,2,-44,9,-39,3,-16,,72,74,39,69,56,54,68,94,91,50,50,51
R_1pz1ZM77ck22Yq8,2,2,1,,21,-1,-2,53,52,59,4,-7,-9,59,-20,43,,36,18,100,33,8,29,14,84,91,27,62,56
R_2Bwx0dE2moNUZiQ,2,2,2,,-51,10,49,6,32,15,-45,-63,-65,-30,-20,-41,,66,81,51,56,38,13,72,85,80,51,39,51
R_1F3MgTmSnLAXA74,2,2,2,,34,24,66,34,-2,53,-38,-73,-53,-91,-57,18,,39,62,0,49,63,19,39,100,94,91,72,6
